"No.","Time","Source","Destination","Protocol","Length","Info"
"34752","19:34:32.105222","180.250.13.34","10.107.135.158","DNS","148","Standard query response 0xc8d8 HTTPS content-autofill.googleapis.com SOA ns1.google.com"
"34753","19:34:32.105222","180.250.13.34","10.107.135.158","DNS","251","Standard query response 0x2141 A content-autofill.googleapis.com A 74.125.200.95 A 74.125.130.95 A 74.125.68.95 A 64.233.170.95 A 172.253.118.95 A 74.125.24.95 A 142.250.4.95 A 142.251.10.95 A 142.251.12.95 A 172.217.194.95"
"35107","19:34:37.940525","10.107.135.158","180.250.13.34","DNS","102","Standard query 0x3334 A ac-imhhyhb-shard-00-02.telqs6i.mongodb.net"
"35438","19:34:38.509698","10.107.135.158","180.250.13.34","DNS","105","Standard query 0x7029 A public-login-image.s3.us-west-2.amazonaws.com"
"35439","19:34:38.510140","10.107.135.158","180.250.13.34","DNS","105","Standard query 0xea13 HTTPS public-login-image.s3.us-west-2.amazonaws.com"
"35440","19:34:38.528259","180.250.13.34","10.107.135.158","DNS","391","Standard query response 0x7029 A public-login-image.s3.us-west-2.amazonaws.com CNAME s3-r-w.us-west-2.amazonaws.com A 52.218.218.113 A 52.92.193.154 A 52.218.181.73 A 52.218.180.177 A 52.218.183.138 A 52.92.179.162 A 52.92.153.18 A 52.92.211.146 NS ns-1144.awsdns-15.org NS ns-1997.awsdns-57.co.uk NS ns-352.awsdns-44.com NS ns-546.awsdns-04.net"
"35448","19:34:38.565172","180.250.13.34","10.107.135.158","DNS","204","Standard query response 0xea13 HTTPS public-login-image.s3.us-west-2.amazonaws.com CNAME s3-r-w.us-west-2.amazonaws.com SOA ns-352.awsdns-44.com"
"35457","19:34:38.570163","180.250.13.34","10.107.135.158","DNS","419","Standard query response 0x3334 A ac-imhhyhb-shard-00-02.telqs6i.mongodb.net CNAME mtm-aws-euwest1-0-m0-9-shard-00-02.deakh.mongodb.net CNAME ec2-52-16-40-109.eu-west-1.compute.amazonaws.com A 52.16.40.109 NS ns2.amzndns.org NS ns1.amzndns.org NS ns2.amzndns.co.uk NS ns2.amzndns.com NS ns2.amzndns.net NS ns1.amzndns.net NS ns1.amzndns.com NS ns1.amzndns.co.uk"
"35549","19:34:38.743691","10.107.135.158","180.250.13.34","DNS","84","Standard query 0x0075 A www.google-analytics.com"
"35550","19:34:38.743909","10.107.135.158","180.250.13.34","DNS","84","Standard query 0x7356 HTTPS www.google-analytics.com"
"35551","19:34:38.746688","180.250.13.34","10.107.135.158","DNS","180","Standard query response 0x0075 A www.google-analytics.com A 74.125.130.138 A 74.125.130.100 A 74.125.130.113 A 74.125.130.139 A 74.125.130.101 A 74.125.130.102"
"35552","19:34:38.747203","180.250.13.34","10.107.135.158","DNS","141","Standard query response 0x7356 HTTPS www.google-analytics.com SOA ns1.google.com"
"36342","19:34:42.756468","10.107.135.158","180.250.13.34","DNS","83","Standard query 0x26ed A www.msftconnecttest.com"
"36343","19:34:42.816213","180.250.13.34","10.107.135.158","DNS","219","Standard query response 0x26ed A www.msftconnecttest.com CNAME ncsi-geo.trafficmanager.net CNAME v4ncsi.msedge.net CNAME ncsi.4-c-0003.c-msedge.net CNAME 4-c-0003.c-msedge.net A 13.107.4.52"
"36453","19:34:48.762503","10.107.135.158","180.250.13.34","DNS","102","Standard query 0x3cc6 A ac-imhhyhb-shard-00-00.telqs6i.mongodb.net"
"36461","19:34:49.117627","180.250.13.34","10.107.135.158","DNS","418","Standard query response 0x3cc6 A ac-imhhyhb-shard-00-00.telqs6i.mongodb.net CNAME mtm-aws-euwest1-0-m0-9-shard-00-00.deakh.mongodb.net CNAME ec2-99-80-96-42.eu-west-1.compute.amazonaws.com A 99.80.96.42 NS ns2.amzndns.org NS ns1.amzndns.org NS ns2.amzndns.co.uk NS ns2.amzndns.com NS ns2.amzndns.net NS ns1.amzndns.net NS ns1.amzndns.com NS ns1.amzndns.co.uk"
"36534","19:34:50.669711","10.107.135.158","180.250.13.34","DNS","71","Standard query 0x8ffc A b1.nel.goog"
"36535","19:34:50.669987","10.107.135.158","180.250.13.34","DNS","71","Standard query 0x0918 HTTPS b1.nel.goog"
"36536","19:34:50.670393","10.107.135.158","180.250.13.34","DNS","77","Standard query 0x8f74 A beacons3.gvt2.com"
"36537","19:34:50.670603","10.107.135.158","180.250.13.34","DNS","77","Standard query 0x7fd2 HTTPS beacons3.gvt2.com"
"36539","19:34:50.672885","180.250.13.34","10.107.135.158","DNS","87","Standard query response 0x8ffc A b1.nel.goog A 74.125.68.94"
"36540","19:34:50.674019","180.250.13.34","10.107.135.158","DNS","131","Standard query response 0x0918 HTTPS b1.nel.goog SOA ns1.google.com"
"36541","19:34:50.674019","180.250.13.34","10.107.135.158","DNS","134","Standard query response 0x7fd2 HTTPS beacons3.gvt2.com SOA ns1.google.com"
"36542","19:34:50.674019","180.250.13.34","10.107.135.158","DNS","93","Standard query response 0x8f74 A beacons3.gvt2.com A 74.125.24.94"
"36772","19:34:52.414729","10.107.135.158","180.250.13.34","DNS","75","Standard query 0x9930 A www.tableau.com"
"36773","19:34:52.415059","10.107.135.158","180.250.13.34","DNS","75","Standard query 0xe617 HTTPS www.tableau.com"
"36781","19:34:52.485327","10.107.135.158","180.250.13.34","DNS","102","Standard query 0xf78b A ac-imhhyhb-shard-00-01.telqs6i.mongodb.net"
"36790","19:34:52.590420","180.250.13.34","10.107.135.158","DNS","217","Standard query response 0xe617 HTTPS www.tableau.com CNAME globalcdn-www.tableau.com.edgekey.net CNAME e7843.a.akamaiedge.net SOA n0a.akamaiedge.net"
"36800","19:34:52.717748","10.107.135.158","180.250.13.34","DNS","83","Standard query 0x7865 A stats.g.doubleclick.net"
"36801","19:34:52.718003","10.107.135.158","180.250.13.34","DNS","83","Standard query 0xab70 HTTPS stats.g.doubleclick.net"
"36802","19:34:52.722816","180.250.13.34","10.107.135.158","DNS","143","Standard query response 0xab70 HTTPS stats.g.doubleclick.net SOA ns1.google.com"
"36803","19:34:52.722816","180.250.13.34","10.107.135.158","DNS","147","Standard query response 0x7865 A stats.g.doubleclick.net A 142.250.4.155 A 142.250.4.156 A 142.250.4.157 A 142.250.4.154"
"36830","19:34:52.885926","180.250.13.34","10.107.135.158","DNS","175","Standard query response 0x9930 A www.tableau.com CNAME globalcdn-www.tableau.com.edgekey.net CNAME e7843.a.akamaiedge.net A 23.32.119.34"
"36932","19:34:53.228506","180.250.13.34","10.107.135.158","DNS","418","Standard query response 0xf78b A ac-imhhyhb-shard-00-01.telqs6i.mongodb.net CNAME mtm-aws-euwest1-0-m0-9-shard-00-01.deakh.mongodb.net CNAME ec2-63-32-70-18.eu-west-1.compute.amazonaws.com A 63.32.70.18 NS ns2.amzndns.org NS ns1.amzndns.org NS ns2.amzndns.co.uk NS ns2.amzndns.com NS ns2.amzndns.net NS ns1.amzndns.net NS ns1.amzndns.com NS ns1.amzndns.co.uk"
"37758","19:35:13.574581","10.107.135.158","180.250.13.34","DNS","74","Standard query 0x4d19 A www.google.com"
"37759","19:35:13.574959","10.107.135.158","180.250.13.34","DNS","74","Standard query 0x57ba HTTPS www.google.com"
"37760","19:35:13.578422","180.250.13.34","10.107.135.158","DNS","120","Standard query response 0x4d19 A www.google.com CNAME forcesafesearch.google.com A 216.239.38.120"
"37761","19:35:13.579773","180.250.13.34","10.107.135.158","DNS","99","Standard query response 0x57ba HTTPS www.google.com HTTPS"
"38482","19:35:16.447032","10.107.135.158","180.250.13.34","DNS","75","Standard query 0x4148 A play.google.com"
"38486","19:35:16.447415","10.107.135.158","180.250.13.34","DNS","75","Standard query 0x969e HTTPS play.google.com"
"38512","19:35:16.470199","180.250.13.34","10.107.135.158","DNS","171","Standard query response 0x4148 A play.google.com A 74.125.200.102 A 74.125.200.101 A 74.125.200.139 A 74.125.200.113 A 74.125.200.100 A 74.125.200.138"
"38513","19:35:16.470199","180.250.13.34","10.107.135.158","DNS","125","Standard query response 0x969e HTTPS play.google.com SOA ns1.google.com"
"38802","19:35:17.246147","10.107.135.158","180.250.13.34","DNS","79","Standard query 0x0fde A accounts.google.com"
"38803","19:35:17.246461","10.107.135.158","180.250.13.34","DNS","79","Standard query 0x0820 HTTPS accounts.google.com"
"38811","19:35:17.301359","180.250.13.34","10.107.135.158","DNS","129","Standard query response 0x0820 HTTPS accounts.google.com SOA ns1.google.com"
"38812","19:35:17.302050","180.250.13.34","10.107.135.158","DNS","95","Standard query response 0x0fde A accounts.google.com A 172.253.118.84"
"39101","19:35:22.391844","10.107.135.158","180.250.13.34","DNS","69","Standard query 0xe252 A gmail.com"
"39102","19:35:22.392230","10.107.135.158","180.250.13.34","DNS","69","Standard query 0x96d7 HTTPS gmail.com"
"39103","19:35:22.406936","180.250.13.34","10.107.135.158","DNS","133","Standard query response 0xe252 A gmail.com A 74.125.24.19 A 74.125.24.83 A 74.125.24.18 A 74.125.24.17"
"39105","19:35:22.417010","180.250.13.34","10.107.135.158","DNS","126","Standard query response 0x96d7 HTTPS gmail.com SOA ns1.google.com"
"39145","19:35:22.508903","10.107.135.158","180.250.13.34","DNS","75","Standard query 0x9af0 A mail.google.com"
"39146","19:35:22.509190","10.107.135.158","180.250.13.34","DNS","75","Standard query 0xbb37 HTTPS mail.google.com"
"39147","19:35:22.511656","180.250.13.34","10.107.135.158","DNS","139","Standard query response 0x9af0 A mail.google.com A 142.251.12.17 A 142.251.12.83 A 142.251.12.19 A 142.251.12.18"
"39150","19:35:22.513054","180.250.13.34","10.107.135.158","DNS","125","Standard query response 0xbb37 HTTPS mail.google.com SOA ns1.google.com"
"39361","19:35:25.357190","10.107.135.158","180.250.13.34","DNS","87","Standard query 0x0ffb A safebrowsing.googleapis.com"
"39364","19:35:25.357527","10.107.135.158","180.250.13.34","DNS","87","Standard query 0xef92 HTTPS safebrowsing.googleapis.com"
"39385","19:35:25.365285","180.250.13.34","10.107.135.158","DNS","103","Standard query response 0x0ffb A safebrowsing.googleapis.com A 172.217.194.95"
"39386","19:35:25.365285","180.250.13.34","10.107.135.158","DNS","144","Standard query response 0xef92 HTTPS safebrowsing.googleapis.com SOA ns1.google.com"
"39465","19:35:25.417989","10.107.135.158","180.250.13.34","DNS","75","Standard query 0x3d11 A ssl.gstatic.com"
"39466","19:35:25.418224","10.107.135.158","180.250.13.34","DNS","75","Standard query 0x5c1d HTTPS ssl.gstatic.com"
"39495","19:35:25.428582","180.250.13.34","10.107.135.158","DNS","91","Standard query response 0x3d11 A ssl.gstatic.com A 74.125.200.94"
"39496","19:35:25.430275","180.250.13.34","10.107.135.158","DNS","132","Standard query response 0x5c1d HTTPS ssl.gstatic.com SOA ns1.google.com"
"40714","19:35:26.377384","10.107.135.158","180.250.13.34","DNS","75","Standard query 0x876c A www.gstatic.com"
"40715","19:35:26.377736","10.107.135.158","180.250.13.34","DNS","75","Standard query 0x05f2 HTTPS www.gstatic.com"
"40717","19:35:26.380723","180.250.13.34","10.107.135.158","DNS","91","Standard query response 0x876c A www.gstatic.com A 74.125.200.94"
"40718","19:35:26.381263","180.250.13.34","10.107.135.158","DNS","132","Standard query response 0x05f2 HTTPS www.gstatic.com SOA ns1.google.com"
"40785","19:35:26.448558","10.107.135.158","180.250.13.34","DNS","85","Standard query 0x25c4 A lh3.googleusercontent.com"
"40786","19:35:26.448842","10.107.135.158","180.250.13.34","DNS","85","Standard query 0x4e4e HTTPS lh3.googleusercontent.com"
"40857","19:35:26.537689","180.250.13.34","10.107.135.158","DNS","171","Standard query response 0x4e4e HTTPS lh3.googleusercontent.com CNAME googlehosted.l.googleusercontent.com SOA ns1.google.com"
"40858","19:35:26.537689","180.250.13.34","10.107.135.158","DNS","130","Standard query response 0x25c4 A lh3.googleusercontent.com CNAME googlehosted.l.googleusercontent.com A 142.251.12.132"
"40898","19:35:26.864081","10.107.135.158","180.250.13.34","DNS","91","Standard query 0xae17 A content-autofill.googleapis.com"
"40899","19:35:26.864324","10.107.135.158","180.250.13.34","DNS","91","Standard query 0x3216 HTTPS content-autofill.googleapis.com"
"40900","19:35:26.870319","180.250.13.34","10.107.135.158","DNS","251","Standard query response 0xae17 A content-autofill.googleapis.com A 142.251.10.95 A 142.251.12.95 A 172.217.194.95 A 74.125.200.95 A 74.125.130.95 A 74.125.68.95 A 64.233.170.95 A 172.253.118.95 A 74.125.24.95 A 142.250.4.95"
"40901","19:35:26.870319","180.250.13.34","10.107.135.158","DNS","148","Standard query response 0x3216 HTTPS content-autofill.googleapis.com SOA ns1.google.com"
"41045","19:35:27.396316","10.107.135.158","180.250.13.34","DNS","79","Standard query 0x4797 A clients2.google.com"
"41046","19:35:27.396582","10.107.135.158","180.250.13.34","DNS","79","Standard query 0xc99d HTTPS clients2.google.com"
"41047","19:35:27.399461","180.250.13.34","10.107.135.158","DNS","199","Standard query response 0x4797 A clients2.google.com CNAME clients.l.google.com A 142.250.4.138 A 142.250.4.101 A 142.250.4.102 A 142.250.4.113 A 142.250.4.100 A 142.250.4.139"
"41049","19:35:27.401613","180.250.13.34","10.107.135.158","DNS","153","Standard query response 0xc99d HTTPS clients2.google.com CNAME clients.l.google.com SOA ns1.google.com"
"41068","19:35:27.427312","10.107.135.158","180.250.13.34","DNS","77","Standard query 0x7676 A fonts.gstatic.com"
"41069","19:35:27.427662","10.107.135.158","180.250.13.34","DNS","77","Standard query 0x0aac HTTPS fonts.gstatic.com"
"41071","19:35:27.430504","180.250.13.34","10.107.135.158","DNS","134","Standard query response 0x0aac HTTPS fonts.gstatic.com SOA ns1.google.com"
"41072","19:35:27.431152","180.250.13.34","10.107.135.158","DNS","93","Standard query response 0x7676 A fonts.gstatic.com A 142.251.12.94"
"41210","19:35:27.732863","10.107.135.158","180.250.13.34","DNS","73","Standard query 0x137a A aa.google.com"
"41211","19:35:27.733161","10.107.135.158","180.250.13.34","DNS","73","Standard query 0xe13d HTTPS aa.google.com"
"41212","19:35:27.736228","180.250.13.34","10.107.135.158","DNS","190","Standard query response 0x137a A aa.google.com CNAME www3.l.google.com A 74.125.24.138 A 74.125.24.113 A 74.125.24.101 A 74.125.24.139 A 74.125.24.100 A 74.125.24.102"
"41213","19:35:27.736861","180.250.13.34","10.107.135.158","DNS","144","Standard query response 0xe13d HTTPS aa.google.com CNAME www3.l.google.com SOA ns1.google.com"
"42083","19:35:29.654793","10.107.135.158","180.250.13.34","DNS","91","Standard query 0x24ab A signaler-pa.clients6.google.com"
"42084","19:35:29.655160","10.107.135.158","180.250.13.34","DNS","91","Standard query 0x3fe1 HTTPS signaler-pa.clients6.google.com"
"42086","19:35:29.663355","180.250.13.34","10.107.135.158","DNS","107","Standard query response 0x24ab A signaler-pa.clients6.google.com A 172.217.194.95"
"42087","19:35:29.663355","180.250.13.34","10.107.135.158","DNS","141","Standard query response 0x3fe1 HTTPS signaler-pa.clients6.google.com SOA ns1.google.com"
"42274","19:35:29.912237","10.107.135.158","180.250.13.34","DNS","108","Standard query 0xc526 A peoplestackwebexperiments-pa.clients6.google.com"
"42275","19:35:29.912511","10.107.135.158","180.250.13.34","DNS","108","Standard query 0x1ed3 HTTPS peoplestackwebexperiments-pa.clients6.google.com"
"42276","19:35:29.916628","180.250.13.34","10.107.135.158","DNS","124","Standard query response 0xc526 A peoplestackwebexperiments-pa.clients6.google.com A 74.125.24.95"
"42277","19:35:29.918179","180.250.13.34","10.107.135.158","DNS","158","Standard query response 0x1ed3 HTTPS peoplestackwebexperiments-pa.clients6.google.com SOA ns1.google.com"
"42289","19:35:29.932817","10.107.135.158","180.250.13.34","DNS","89","Standard query 0xeb9d A people-pa.clients6.google.com"
"42290","19:35:29.933337","10.107.135.158","180.250.13.34","DNS","89","Standard query 0x8e09 HTTPS people-pa.clients6.google.com"
"42291","19:35:29.937779","180.250.13.34","10.107.135.158","DNS","105","Standard query response 0xeb9d A people-pa.clients6.google.com A 64.233.170.95"
"42293","19:35:29.937779","180.250.13.34","10.107.135.158","DNS","139","Standard query response 0x8e09 HTTPS people-pa.clients6.google.com SOA ns1.google.com"
"42696","19:35:30.423472","10.107.135.158","180.250.13.34","DNS","79","Standard query 0x9e55 A contacts.google.com"
"42697","19:35:30.423850","10.107.135.158","180.250.13.34","DNS","79","Standard query 0x03bf HTTPS contacts.google.com"
"42701","19:35:30.427461","180.250.13.34","10.107.135.158","DNS","196","Standard query response 0x9e55 A contacts.google.com CNAME plus.l.google.com A 74.125.24.138 A 74.125.24.113 A 74.125.24.139 A 74.125.24.101 A 74.125.24.100 A 74.125.24.102"
"42702","19:35:30.429147","180.250.13.34","10.107.135.158","DNS","150","Standard query response 0x03bf HTTPS contacts.google.com CNAME plus.l.google.com SOA ns1.google.com"
"42848","19:35:30.563685","10.107.135.158","180.250.13.34","DNS","89","Standard query 0x1aa9 A addons-pa.clients6.google.com"
"42849","19:35:30.564074","10.107.135.158","180.250.13.34","DNS","89","Standard query 0xbde4 HTTPS addons-pa.clients6.google.com"
"42851","19:35:30.576291","180.250.13.34","10.107.135.158","DNS","105","Standard query response 0x1aa9 A addons-pa.clients6.google.com A 142.251.10.95"
"42852","19:35:30.576291","180.250.13.34","10.107.135.158","DNS","139","Standard query response 0xbde4 HTTPS addons-pa.clients6.google.com SOA ns1.google.com"
"43338","19:35:31.009208","10.107.135.158","180.250.13.34","DNS","75","Standard query 0x6389 A apis.google.com"
"43339","19:35:31.009487","10.107.135.158","180.250.13.34","DNS","75","Standard query 0x7b51 HTTPS apis.google.com"
"43341","19:35:31.015006","180.250.13.34","10.107.135.158","DNS","146","Standard query response 0x7b51 HTTPS apis.google.com CNAME plus.l.google.com SOA ns1.google.com"
"43344","19:35:31.024333","180.250.13.34","10.107.135.158","DNS","192","Standard query response 0x6389 A apis.google.com CNAME plus.l.google.com A 74.125.24.139 A 74.125.24.101 A 74.125.24.113 A 74.125.24.100 A 74.125.24.102 A 74.125.24.138"
"43362","19:35:31.062235","10.107.135.158","180.250.13.34","DNS","79","Standard query 0x4556 A clients6.google.com"
"43363","19:35:31.062599","10.107.135.158","180.250.13.34","DNS","79","Standard query 0xe7a1 HTTPS clients6.google.com"
"43372","19:35:31.066431","180.250.13.34","10.107.135.158","DNS","153","Standard query response 0xe7a1 HTTPS clients6.google.com CNAME clients.l.google.com SOA ns1.google.com"
